clip,gloss,signer,split,source
ml/data/clips/krish/HEALTHY/krish_HEALTHY_002.webm,HEALTHY,krish,train,self
ml/data/clips/krish/HEALTHY/krish_HEALTHY_003.webm,HEALTHY,krish,train,self
ml/data/clips/krish/HEALTHY/krish_HEALTHY_004.webm,HEALTHY,krish,train,self
ml/data/clips/krish/HEALTHY/krish_HEALTHY_005.webm,HEALTHY,krish,train,self
ml/data/clips/krish/HEALTHY/krish_HEALTHY_006.webm,HEALTHY,krish,train,self
ml/data/clips/krish/HEALTHY/krish_HEALTHY_007.webm,HEALTHY,krish,train,self
ml/data/clips/krish/HEALTHY/krish_HEALTHY_008.webm,HEALTHY,krish,train,self
ml/data/clips/krish/HEALTHY/krish_HEALTHY_009.webm,HEALTHY,krish,train,self
ml/data/clips/krish/HELLO/krish_HELLO_000.webm,HELLO,krish,train,self
ml/data/clips/krish/HELLO/krish_HELLO_001.webm,HELLO,krish,train,self
ml/data/clips/krish/HELLO/krish_HELLO_002.webm,HELLO,krish,train,self
ml/data/clips/krish/HELLO/krish_HELLO_003.webm,HELLO,krish,train,self
ml/data/clips/krish/HELLO/krish_HELLO_004.webm,HELLO,krish,train,self
ml/data/clips/krish/HELLO/krish_HELLO_005.webm,HELLO,krish,train,self
ml/data/clips/krish/HELLO/krish_HELLO_006.webm,HELLO,krish,train,self
ml/data/clips/krish/HELLO/krish_HELLO_007.webm,HELLO,krish,train,self
ml/data/clips/krish/HELLO/krish_HELLO_008.webm,HELLO,krish,train,self
ml/data/clips/krish/HELLO/krish_HELLO_009.webm,HELLO,krish,train,self
ml/data/clips/krish/HOUSE/krish_HOUSE_000.webm,HOUSE,krish,train,self
ml/data/clips/krish/HOUSE/krish_HOUSE_001.webm,HOUSE,krish,train,self
ml/data/clips/krish/HOUSE/krish_HOUSE_002.webm,HOUSE,krish,train,self
ml/data/clips/krish/HOUSE/krish_HOUSE_003.webm,HOUSE,krish,train,self
ml/data/clips/krish/HOUSE/krish_HOUSE_004.webm,HOUSE,krish,train,self
ml/data/clips/krish/HOUSE/krish_HOUSE_005.webm,HOUSE,krish,train,self
ml/data/clips/krish/HOUSE/krish_HOUSE_006.webm,HOUSE,krish,train,self
ml/data/clips/krish/HOUSE/krish_HOUSE_007.webm,HOUSE,krish,train,self
ml/data/clips/krish/HOUSE/krish_HOUSE_008.webm,HOUSE,krish,train,self
ml/data/clips/krish/HOUSE/krish_HOUSE_009.webm,HOUSE,krish,train,self
ml/data/clips/krish/HOW-ARE-YOU/krish_HOW-ARE-YOU_000.webm,HOW-ARE-YOU,krish,train,self
ml/data/clips/krish/HOW-ARE-YOU/krish_HOW-ARE-YOU_001.webm,HOW-ARE-YOU,krish,train,self
ml/data/clips/krish/HOW-ARE-YOU/krish_HOW-ARE-YOU_002.webm,HOW-ARE-YOU,krish,train,self
ml/data/clips/krish/HOW-ARE-YOU/krish_HOW-ARE-YOU_003.webm,HOW-ARE-YOU,krish,train,self
ml/data/clips/krish/HOW-ARE-YOU/krish_HOW-ARE-YOU_004.webm,HOW-ARE-YOU,krish,train,self
ml/data/clips/krish/HOW-ARE-YOU/krish_HOW-ARE-YOU_005.webm,HOW-ARE-YOU,krish,train,self
ml/data/clips/krish/HOW-ARE-YOU/krish_HOW-ARE-YOU_006.webm,HOW-ARE-YOU,krish,train,self
ml/data/clips/krish/HOW-ARE-YOU/krish_HOW-ARE-YOU_007.webm,HOW-ARE-YOU,krish,train,self
ml/data/clips/krish/HOW-ARE-YOU/krish_HOW-ARE-YOU_008.webm,HOW-ARE-YOU,krish,train,self
ml/data/clips/krish/HOW-ARE-YOU/krish_HOW-ARE-YOU_009.webm,HOW-ARE-YOU,krish,train,self
ml/data/clips/krish/MAN/krish_MAN_000.webm,MAN,krish,train,self
ml/data/clips/krish/MAN/krish_MAN_001.webm,MAN,krish,train,self
ml/data/clips/krish/MAN/krish_MAN_002.webm,MAN,krish,train,self
ml/data/clips/krish/MAN/krish_MAN_003.webm,MAN,krish,train,self
ml/data/clips/krish/MAN/krish_MAN_004.webm,MAN,krish,train,self
ml/data/clips/krish/MAN/krish_MAN_005.webm,MAN,krish,train,self
ml/data/clips/krish/MAN/krish_MAN_006.webm,MAN,krish,train,self
ml/data/clips/krish/MAN/krish_MAN_007.webm,MAN,krish,train,self
ml/data/clips/krish/MAN/krish_MAN_008.webm,MAN,krish,train,self
ml/data/clips/krish/MAN/krish_MAN_009.webm,MAN,krish,train,self
ml/data/clips/krish/ME/krish_ME_000.webm,ME,krish,train,self
ml/data/clips/krish/ME/krish_ME_001.webm,ME,krish,train,self
ml/data/clips/krish/ME/krish_ME_002.webm,ME,krish,train,self
ml/data/clips/krish/ME/krish_ME_003.webm,ME,krish,train,self
ml/data/clips/krish/ME/krish_ME_004.webm,ME,krish,train,self
ml/data/clips/krish/ME/krish_ME_005.webm,ME,krish,train,self
ml/data/clips/krish/ME/krish_ME_006.webm,ME,krish,train,self
ml/data/clips/krish/ME/krish_ME_007.webm,ME,krish,train,self
ml/data/clips/krish/ME/krish_ME_008.webm,ME,krish,train,self
ml/data/clips/krish/ME/krish_ME_009.webm,ME,krish,train,self
ml/data/clips/krish/MOTHER/krish_MOTHER_000.webm,MOTHER,krish,train,self
ml/data/clips/krish/MOTHER/krish_MOTHER_001.webm,MOTHER,krish,train,self
ml/data/clips/krish/MOTHER/krish_MOTHER_002.webm,MOTHER,krish,train,self
ml/data/clips/krish/MOTHER/krish_MOTHER_003.webm,MOTHER,krish,train,self
ml/data/clips/krish/MOTHER/krish_MOTHER_004.webm,MOTHER,krish,train,self
ml/data/clips/krish/MOTHER/krish_MOTHER_005.webm,MOTHER,krish,train,self
ml/data/clips/krish/MOTHER/krish_MOTHER_006.webm,MOTHER,krish,train,self
ml/data/clips/krish/MOTHER/krish_MOTHER_007.webm,MOTHER,krish,train,self
ml/data/clips/krish/MOTHER/krish_MOTHER_008.webm,MOTHER,krish,train,self
ml/data/clips/krish/MOTHER/krish_MOTHER_009.webm,MOTHER,krish,train,self
ml/data/clips/krish/PLEASED/krish_PLEASED_000.webm,PLEASED,krish,train,self
ml/data/clips/krish/PLEASED/krish_PLEASED_001.webm,PLEASED,krish,train,self
ml/data/clips/krish/PLEASED/krish_PLEASED_002.webm,PLEASED,krish,train,self
ml/data/clips/krish/PLEASED/krish_PLEASED_003.webm,PLEASED,krish,train,self
ml/data/clips/krish/PLEASED/krish_PLEASED_004.webm,PLEASED,krish,train,self
ml/data/clips/krish/PLEASED/krish_PLEASED_005.webm,PLEASED,krish,train,self
ml/data/clips/krish/PLEASED/krish_PLEASED_006.webm,PLEASED,krish,train,self
ml/data/clips/krish/PLEASED/krish_PLEASED_007.webm,PLEASED,krish,train,self
ml/data/clips/krish/PLEASED/krish_PLEASED_008.webm,PLEASED,krish,train,self
ml/data/clips/krish/PLEASED/krish_PLEASED_009.webm,PLEASED,krish,train,self
ml/data/clips/krish/SCHOOL/krish_SCHOOL_000.webm,SCHOOL,krish,train,self
ml/data/clips/krish/SCHOOL/krish_SCHOOL_001.webm,SCHOOL,krish,train,self
ml/data/clips/krish/SCHOOL/krish_SCHOOL_002.webm,SCHOOL,krish,train,self
ml/data/clips/krish/SCHOOL/krish_SCHOOL_003.webm,SCHOOL,krish,train,self
ml/data/clips/krish/SCHOOL/krish_SCHOOL_004.webm,SCHOOL,krish,train,self
ml/data/clips/krish/SCHOOL/krish_SCHOOL_005.webm,SCHOOL,krish,train,self
ml/data/clips/krish/SCHOOL/krish_SCHOOL_006.webm,SCHOOL,krish,train,self
ml/data/clips/krish/SCHOOL/krish_SCHOOL_007.webm,SCHOOL,krish,train,self
ml/data/clips/krish/SCHOOL/krish_SCHOOL_008.webm,SCHOOL,krish,train,self
ml/data/clips/krish/SCHOOL/krish_SCHOOL_009.webm,SCHOOL,krish,train,self
ml/data/clips/krish/SHE/krish_SHE_000.webm,SHE,krish,train,self
ml/data/clips/krish/SHE/krish_SHE_001.webm,SHE,krish,train,self
ml/data/clips/krish/SHE/krish_SHE_002.webm,SHE,krish,train,self
ml/data/clips/krish/SHE/krish_SHE_003.webm,SHE,krish,train,self
ml/data/clips/krish/SHE/krish_SHE_004.webm,SHE,krish,train,self
ml/data/clips/krish/SHE/krish_SHE_005.webm,SHE,krish,train,self
ml/data/clips/krish/SHE/krish_SHE_006.webm,SHE,krish,train,self
ml/data/clips/krish/SHE/krish_SHE_007.webm,SHE,krish,train,self
ml/data/clips/krish/SHE/krish_SHE_008.webm,SHE,krish,train,self
ml/data/clips/krish/SHE/krish_SHE_009.webm,SHE,krish,train,self
ml/data/clips/krish/SICK/krish_SICK_000.webm,SICK,krish,train,self
ml/data/clips/krish/SICK/krish_SICK_001.webm,SICK,krish,train,self
ml/data/clips/krish/SICK/krish_SICK_002.webm,SICK,krish,train,self
ml/data/clips/krish/SICK/krish_SICK_003.webm,SICK,krish,train,self
ml/data/clips/krish/SICK/krish_SICK_004.webm,SICK,krish,train,self
ml/data/clips/krish/SICK/krish_SICK_005.webm,SICK,krish,train,self
ml/data/clips/krish/SICK/krish_SICK_006.webm,SICK,krish,train,self
ml/data/clips/krish/SICK/krish_SICK_007.webm,SICK,krish,train,self
ml/data/clips/krish/SICK/krish_SICK_008.webm,SICK,krish,train,self
ml/data/clips/krish/SICK/krish_SICK_009.webm,SICK,krish,train,self
ml/data/clips/krish/SMALL/krish_SMALL_000.webm,SMALL,krish,train,self
ml/data/clips/krish/SMALL/krish_SMALL_001.webm,SMALL,krish,train,self
ml/data/clips/krish/SMALL/krish_SMALL_002.webm,SMALL,krish,train,self
ml/data/clips/krish/SMALL/krish_SMALL_003.webm,SMALL,krish,train,self
ml/data/clips/krish/SMALL/krish_SMALL_004.webm,SMALL,krish,train,self
ml/data/clips/krish/SMALL/krish_SMALL_005.webm,SMALL,krish,train,self
ml/data/clips/krish/SMALL/krish_SMALL_006.webm,SMALL,krish,train,self
ml/data/clips/krish/SMALL/krish_SMALL_007.webm,SMALL,krish,train,self
ml/data/clips/krish/SMALL/krish_SMALL_008.webm,SMALL,krish,train,self
ml/data/clips/krish/SMALL/krish_SMALL_009.webm,SMALL,krish,train,self
ml/data/clips/krish/THANK-YOU/krish_THANK-YOU_000.webm,THANK-YOU,krish,train,self
ml/data/clips/krish/THANK-YOU/krish_THANK-YOU_001.webm,THANK-YOU,krish,train,self
ml/data/clips/krish/THANK-YOU/krish_THANK-YOU_002.webm,THANK-YOU,krish,train,self
ml/data/clips/krish/THANK-YOU/krish_THANK-YOU_003.webm,THANK-YOU,krish,train,self
ml/data/clips/krish/THANK-YOU/krish_THANK-YOU_004.webm,THANK-YOU,krish,train,self
ml/data/clips/krish/THANK-YOU/krish_THANK-YOU_005.webm,THANK-YOU,krish,train,self
ml/data/clips/krish/THANK-YOU/krish_THANK-YOU_006.webm,THANK-YOU,krish,train,self
ml/data/clips/krish/THANK-YOU/krish_THANK-YOU_007.webm,THANK-YOU,krish,train,self
ml/data/clips/krish/THANK-YOU/krish_THANK-YOU_008.webm,THANK-YOU,krish,train,self
ml/data/clips/krish/THANK-YOU/krish_THANK-YOU_009.webm,THANK-YOU,krish,train,self
ml/data/clips/krish/WE/krish_WE_000.webm,WE,krish,train,self
ml/data/clips/krish/WE/krish_WE_001.webm,WE,krish,train,self
ml/data/clips/krish/WE/krish_WE_002.webm,WE,krish,train,self
ml/data/clips/krish/WE/krish_WE_003.webm,WE,krish,train,self
ml/data/clips/krish/WE/krish_WE_004.webm,WE,krish,train,self
ml/data/clips/krish/WE/krish_WE_005.webm,WE,krish,train,self
ml/data/clips/krish/WE/krish_WE_006.webm,WE,krish,train,self
ml/data/clips/krish/WE/krish_WE_007.webm,WE,krish,train,self
ml/data/clips/krish/WE/krish_WE_008.webm,WE,krish,train,self
ml/data/clips/krish/WE/krish_WE_009.webm,WE,krish,train,self
ml/data/clips/krish/WOMAN/krish_WOMAN_000.webm,WOMAN,krish,train,self
ml/data/clips/krish/WOMAN/krish_WOMAN_001.webm,WOMAN,krish,train,self
ml/data/clips/krish/WOMAN/krish_WOMAN_002.webm,WOMAN,krish,train,self
ml/data/clips/krish/WOMAN/krish_WOMAN_003.webm,WOMAN,krish,train,self
ml/data/clips/krish/WOMAN/krish_WOMAN_004.webm,WOMAN,krish,train,self
ml/data/clips/krish/WOMAN/krish_WOMAN_005.webm,WOMAN,krish,train,self
ml/data/clips/krish/WOMAN/krish_WOMAN_006.webm,WOMAN,krish,train,self
ml/data/clips/krish/WOMAN/krish_WOMAN_007.webm,WOMAN,krish,train,self
ml/data/clips/krish/WOMAN/krish_WOMAN_008.webm,WOMAN,krish,train,self
ml/data/clips/krish/WOMAN/krish_WOMAN_009.webm,WOMAN,krish,train,self
ml/data/clips/krish/YOU/krish_YOU_000.webm,YOU,krish,train,self
ml/data/clips/krish/YOU/krish_YOU_001.webm,YOU,krish,train,self
ml/data/clips/krish/YOU/krish_YOU_002.webm,YOU,krish,train,self
ml/data/clips/krish/YOU/krish_YOU_003.webm,YOU,krish,train,self
ml/data/clips/krish/YOU/krish_YOU_004.webm,YOU,krish,train,self
ml/data/clips/krish/YOU/krish_YOU_005.webm,YOU,krish,train,self
ml/data/clips/krish/YOU/krish_YOU_006.webm,YOU,krish,train,self
ml/data/clips/krish/YOU/krish_YOU_007.webm,YOU,krish,train,self
ml/data/clips/krish/YOU/krish_YOU_008.webm,YOU,krish,train,self
ml/data/clips/krish/YOU/krish_YOU_009.webm,YOU,krish,train,self
ml/data/clips/eashan/ALRIGHT/eashan_ALRIGHT_000.webm,ALRIGHT,eashan,train,self
ml/data/clips/eashan/ALRIGHT/eashan_ALRIGHT_001.webm,ALRIGHT,eashan,train,self
ml/data/clips/eashan/ALRIGHT/eashan_ALRIGHT_002.webm,ALRIGHT,eashan,train,self
ml/data/clips/eashan/ALRIGHT/eashan_ALRIGHT_003.webm,ALRIGHT,eashan,train,self
ml/data/clips/eashan/ALRIGHT/eashan_ALRIGHT_004.webm,ALRIGHT,eashan,train,self
ml/data/clips/eashan/ALRIGHT/eashan_ALRIGHT_005.webm,ALRIGHT,eashan,train,self
ml/data/clips/eashan/ALRIGHT/eashan_ALRIGHT_006.webm,ALRIGHT,eashan,train,self
ml/data/clips/eashan/ALRIGHT/eashan_ALRIGHT_007.webm,ALRIGHT,eashan,train,self
ml/data/clips/eashan/ALRIGHT/eashan_ALRIGHT_008.webm,ALRIGHT,eashan,train,self
ml/data/clips/eashan/ALRIGHT/eashan_ALRIGHT_009.webm,ALRIGHT,eashan,train,self
ml/data/clips/eashan/BIG/eashan_BIG_000.webm,BIG,eashan,train,self
ml/data/clips/eashan/BIG/eashan_BIG_001.webm,BIG,eashan,train,self
ml/data/clips/eashan/BIG/eashan_BIG_002.webm,BIG,eashan,train,self
ml/data/clips/eashan/BIG/eashan_BIG_003.webm,BIG,eashan,train,self
ml/data/clips/eashan/BIG/eashan_BIG_004.webm,BIG,eashan,train,self
ml/data/clips/eashan/BIG/eashan_BIG_005.webm,BIG,eashan,train,self
ml/data/clips/eashan/BIG/eashan_BIG_006.webm,BIG,eashan,train,self
ml/data/clips/eashan/BIG/eashan_BIG_007.webm,BIG,eashan,train,self
ml/data/clips/eashan/BIG/eashan_BIG_008.webm,BIG,eashan,train,self
ml/data/clips/eashan/BIG/eashan_BIG_009.webm,BIG,eashan,train,self
ml/data/clips/eashan/COLD/eashan_COLD_000.webm,COLD,eashan,train,self
ml/data/clips/eashan/COLD/eashan_COLD_001.webm,COLD,eashan,train,self
ml/data/clips/eashan/COLD/eashan_COLD_002.webm,COLD,eashan,train,self
ml/data/clips/eashan/COLD/eashan_COLD_003.webm,COLD,eashan,train,self
ml/data/clips/eashan/COLD/eashan_COLD_004.webm,COLD,eashan,train,self
ml/data/clips/eashan/COLD/eashan_COLD_005.webm,COLD,eashan,train,self
ml/data/clips/eashan/COLD/eashan_COLD_006.webm,COLD,eashan,train,self
ml/data/clips/eashan/COLD/eashan_COLD_007.webm,COLD,eashan,train,self
ml/data/clips/eashan/COLD/eashan_COLD_008.webm,COLD,eashan,train,self
ml/data/clips/eashan/COLD/eashan_COLD_009.webm,COLD,eashan,train,self
ml/data/clips/eashan/FATHER/eashan_FATHER_000.webm,FATHER,eashan,train,self
ml/data/clips/eashan/FATHER/eashan_FATHER_001.webm,FATHER,eashan,train,self
ml/data/clips/eashan/FATHER/eashan_FATHER_002.webm,FATHER,eashan,train,self
ml/data/clips/eashan/FATHER/eashan_FATHER_003.webm,FATHER,eashan,train,self
ml/data/clips/eashan/FATHER/eashan_FATHER_004.webm,FATHER,eashan,train,self
ml/data/clips/eashan/FATHER/eashan_FATHER_005.webm,FATHER,eashan,train,self
ml/data/clips/eashan/FATHER/eashan_FATHER_006.webm,FATHER,eashan,train,self
ml/data/clips/eashan/FATHER/eashan_FATHER_007.webm,FATHER,eashan,train,self
ml/data/clips/eashan/FATHER/eashan_FATHER_008.webm,FATHER,eashan,train,self
ml/data/clips/eashan/FATHER/eashan_FATHER_009.webm,FATHER,eashan,train,self
ml/data/clips/eashan/FRIEND/eashan_FRIEND_000.webm,FRIEND,eashan,train,self
ml/data/clips/eashan/FRIEND/eashan_FRIEND_001.webm,FRIEND,eashan,train,self
ml/data/clips/eashan/FRIEND/eashan_FRIEND_002.webm,FRIEND,eashan,train,self
ml/data/clips/eashan/FRIEND/eashan_FRIEND_003.webm,FRIEND,eashan,train,self
ml/data/clips/eashan/FRIEND/eashan_FRIEND_004.webm,FRIEND,eashan,train,self
ml/data/clips/eashan/FRIEND/eashan_FRIEND_005.webm,FRIEND,eashan,train,self
ml/data/clips/eashan/FRIEND/eashan_FRIEND_006.webm,FRIEND,eashan,train,self
ml/data/clips/eashan/FRIEND/eashan_FRIEND_007.webm,FRIEND,eashan,train,self
ml/data/clips/eashan/FRIEND/eashan_FRIEND_008.webm,FRIEND,eashan,train,self
ml/data/clips/eashan/FRIEND/eashan_FRIEND_009.webm,FRIEND,eashan,train,self
ml/data/clips/eashan/GOOD-MORNING/eashan_GOOD-MORNING_001.webm,GOOD-MORNING,eashan,train,self
ml/data/clips/eashan/GOOD-MORNING/eashan_GOOD-MORNING_002.webm,GOOD-MORNING,eashan,train,self
ml/data/clips/eashan/GOOD-MORNING/eashan_GOOD-MORNING_003.webm,GOOD-MORNING,eashan,train,self
ml/data/clips/eashan/GOOD-MORNING/eashan_GOOD-MORNING_004.webm,GOOD-MORNING,eashan,train,self
ml/data/clips/eashan/GOOD-MORNING/eashan_GOOD-MORNING_005.webm,GOOD-MORNING,eashan,train,self
ml/data/clips/eashan/GOOD-MORNING/eashan_GOOD-MORNING_006.webm,GOOD-MORNING,eashan,train,self
ml/data/clips/eashan/GOOD-MORNING/eashan_GOOD-MORNING_007.webm,GOOD-MORNING,eashan,train,self
ml/data/clips/eashan/GOOD-MORNING/eashan_GOOD-MORNING_008.webm,GOOD-MORNING,eashan,train,self
ml/data/clips/eashan/GOOD-MORNING/eashan_GOOD-MORNING_009.webm,GOOD-MORNING,eashan,train,self
ml/data/clips/eashan/GOOD-MORNING/eashan_GOOD-MORNING_010.webm,GOOD-MORNING,eashan,train,self
ml/data/clips/eashan/HAPPY/eashan_HAPPY_000.webm,HAPPY,eashan,train,self
ml/data/clips/eashan/HAPPY/eashan_HAPPY_001.webm,HAPPY,eashan,train,self
ml/data/clips/eashan/HAPPY/eashan_HAPPY_002.webm,HAPPY,eashan,train,self
ml/data/clips/eashan/HAPPY/eashan_HAPPY_003.webm,HAPPY,eashan,train,self
ml/data/clips/eashan/HAPPY/eashan_HAPPY_004.webm,HAPPY,eashan,train,self
ml/data/clips/eashan/HAPPY/eashan_HAPPY_005.webm,HAPPY,eashan,train,self
ml/data/clips/eashan/HAPPY/eashan_HAPPY_006.webm,HAPPY,eashan,train,self
ml/data/clips/eashan/HAPPY/eashan_HAPPY_007.webm,HAPPY,eashan,train,self
ml/data/clips/eashan/HAPPY/eashan_HAPPY_008.webm,HAPPY,eashan,train,self
ml/data/clips/eashan/HAPPY/eashan_HAPPY_009.webm,HAPPY,eashan,train,self
ml/data/clips/eashan/HE/eashan_HE_000.webm,HE,eashan,train,self
ml/data/clips/eashan/HE/eashan_HE_001.webm,HE,eashan,train,self
ml/data/clips/eashan/HE/eashan_HE_002.webm,HE,eashan,train,self
ml/data/clips/eashan/HE/eashan_HE_003.webm,HE,eashan,train,self
ml/data/clips/eashan/HE/eashan_HE_004.webm,HE,eashan,train,self
ml/data/clips/eashan/HE/eashan_HE_005.webm,HE,eashan,train,self
ml/data/clips/eashan/HE/eashan_HE_006.webm,HE,eashan,train,self
ml/data/clips/eashan/HE/eashan_HE_007.webm,HE,eashan,train,self
ml/data/clips/eashan/HE/eashan_HE_008.webm,HE,eashan,train,self
ml/data/clips/eashan/HE/eashan_HE_009.webm,HE,eashan,train,self
ml/data/clips/eashan/HEALTHY/eashan_HEALTHY_000.webm,HEALTHY,eashan,train,self
ml/data/clips/eashan/HEALTHY/eashan_HEALTHY_001.webm,HEALTHY,eashan,train,self
ml/data/clips/eashan/HEALTHY/eashan_HEALTHY_002.webm,HEALTHY,eashan,train,self
ml/data/clips/eashan/HEALTHY/eashan_HEALTHY_003.webm,HEALTHY,eashan,train,self
ml/data/clips/eashan/HEALTHY/eashan_HEALTHY_004.webm,HEALTHY,eashan,train,self
ml/data/clips/eashan/HEALTHY/eashan_HEALTHY_005.webm,HEALTHY,eashan,train,self
ml/data/clips/eashan/HEALTHY/eashan_HEALTHY_006.webm,HEALTHY,eashan,train,self
ml/data/clips/eashan/HEALTHY/eashan_HEALTHY_007.webm,HEALTHY,eashan,train,self
ml/data/clips/eashan/HEALTHY/eashan_HEALTHY_008.webm,HEALTHY,eashan,train,self
ml/data/clips/eashan/HEALTHY/eashan_HEALTHY_009.webm,HEALTHY,eashan,train,self
ml/data/clips/eashan/HELLO/eashan_HELLO_000.webm,HELLO,eashan,train,self
ml/data/clips/eashan/HELLO/eashan_HELLO_001.webm,HELLO,eashan,train,self
ml/data/clips/eashan/HELLO/eashan_HELLO_002.webm,HELLO,eashan,train,self
ml/data/clips/eashan/HELLO/eashan_HELLO_003.webm,HELLO,eashan,train,self
ml/data/clips/eashan/HELLO/eashan_HELLO_004.webm,HELLO,eashan,train,self
ml/data/clips/eashan/HELLO/eashan_HELLO_005.webm,HELLO,eashan,train,self
ml/data/clips/eashan/HELLO/eashan_HELLO_006.webm,HELLO,eashan,train,self
ml/data/clips/eashan/HELLO/eashan_HELLO_007.webm,HELLO,eashan,train,self
ml/data/clips/eashan/HELLO/eashan_HELLO_008.webm,HELLO,eashan,train,self
ml/data/clips/eashan/HELLO/eashan_HELLO_009.webm,HELLO,eashan,train,self
ml/data/clips/eashan/HOUSE/eashan_HOUSE_000.webm,HOUSE,eashan,train,self
ml/data/clips/eashan/HOUSE/eashan_HOUSE_001.webm,HOUSE,eashan,train,self
ml/data/clips/eashan/HOUSE/eashan_HOUSE_002.webm,HOUSE,eashan,train,self
ml/data/clips/eashan/HOUSE/eashan_HOUSE_003.webm,HOUSE,eashan,train,self
ml/data/clips/eashan/HOUSE/eashan_HOUSE_004.webm,HOUSE,eashan,train,self
ml/data/clips/eashan/HOUSE/eashan_HOUSE_005.webm,HOUSE,eashan,train,self
ml/data/clips/eashan/HOUSE/eashan_HOUSE_006.webm,HOUSE,eashan,train,self
ml/data/clips/eashan/HOUSE/eashan_HOUSE_007.webm,HOUSE,eashan,train,self
ml/data/clips/eashan/HOUSE/eashan_HOUSE_008.webm,HOUSE,eashan,train,self
ml/data/clips/eashan/HOUSE/eashan_HOUSE_009.webm,HOUSE,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_000.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_001.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_002.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_003.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_004.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_005.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_006.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_007.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_008.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_009.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_010.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/HOW-ARE-YOU/eashan_HOW-ARE-YOU_011.webm,HOW-ARE-YOU,eashan,train,self
ml/data/clips/eashan/MAN/eashan_MAN_000.webm,MAN,eashan,train,self
ml/data/clips/eashan/MAN/eashan_MAN_001.webm,MAN,eashan,train,self
ml/data/clips/eashan/MAN/eashan_MAN_002.webm,MAN,eashan,train,self
ml/data/clips/eashan/MAN/eashan_MAN_003.webm,MAN,eashan,train,self
ml/data/clips/eashan/MAN/eashan_MAN_004.webm,MAN,eashan,train,self
ml/data/clips/eashan/MAN/eashan_MAN_005.webm,MAN,eashan,train,self
ml/data/clips/eashan/MAN/eashan_MAN_006.webm,MAN,eashan,train,self
ml/data/clips/eashan/MAN/eashan_MAN_007.webm,MAN,eashan,train,self
ml/data/clips/eashan/MAN/eashan_MAN_008.webm,MAN,eashan,train,self
ml/data/clips/eashan/MAN/eashan_MAN_009.webm,MAN,eashan,train,self
ml/data/clips/eashan/ME/eashan_ME_000.webm,ME,eashan,train,self
ml/data/clips/eashan/ME/eashan_ME_001.webm,ME,eashan,train,self
ml/data/clips/eashan/ME/eashan_ME_002.webm,ME,eashan,train,self
ml/data/clips/eashan/ME/eashan_ME_003.webm,ME,eashan,train,self
ml/data/clips/eashan/ME/eashan_ME_004.webm,ME,eashan,train,self
ml/data/clips/eashan/ME/eashan_ME_005.webm,ME,eashan,train,self
ml/data/clips/eashan/ME/eashan_ME_006.webm,ME,eashan,train,self
ml/data/clips/eashan/ME/eashan_ME_007.webm,ME,eashan,train,self
ml/data/clips/eashan/ME/eashan_ME_008.webm,ME,eashan,train,self
ml/data/clips/eashan/ME/eashan_ME_009.webm,ME,eashan,train,self
ml/data/clips/eashan/MOTHER/eashan_MOTHER_000.webm,MOTHER,eashan,train,self
ml/data/clips/eashan/MOTHER/eashan_MOTHER_001.webm,MOTHER,eashan,train,self
ml/data/clips/eashan/MOTHER/eashan_MOTHER_002.webm,MOTHER,eashan,train,self
ml/data/clips/eashan/MOTHER/eashan_MOTHER_003.webm,MOTHER,eashan,train,self
ml/data/clips/eashan/MOTHER/eashan_MOTHER_004.webm,MOTHER,eashan,train,self
ml/data/clips/eashan/MOTHER/eashan_MOTHER_005.webm,MOTHER,eashan,train,self
ml/data/clips/eashan/MOTHER/eashan_MOTHER_006.webm,MOTHER,eashan,train,self
ml/data/clips/eashan/MOTHER/eashan_MOTHER_007.webm,MOTHER,eashan,train,self
ml/data/clips/eashan/MOTHER/eashan_MOTHER_008.webm,MOTHER,eashan,train,self
ml/data/clips/eashan/MOTHER/eashan_MOTHER_009.webm,MOTHER,eashan,train,self
ml/data/clips/eashan/PLEASED/eashan_PLEASED_000.webm,PLEASED,eashan,train,self
